"ProductCode","SelectionGroup","PartNumber","Order","Active","DefaultItem","Cost","ExclusionRule","Name","Description","AdditionalData","InShortenedList"
"TAI","CH/HAZARD","Y0",1,True,False,0,"","Safe Area - Non certified","Safe Area - Non certified",,False
"TAI","CH/HAZARD","A0",2,True,False,0,"","ATEX Ex i - With installed certified transmitter","ATEX Ex i - With installed certified transmitter",,False
"TAI","CH/HAZARD","A1",3,True,False,0,"","ATEX Ex d","ATEX Ex d",,False
"TAI","CH/HAZARD","A2",4,True,False,0,"","ATEX Ex n","ATEX Ex n",,False
"TAI","CH/HAZARD","B0",5,True,False,0,"","IECEx i - With installed certified transmitter","IECEx i - With installed certified transmitter",,False
"TAI","CH/HAZARD","B1",6,True,False,0,"","IECEx d","IECEx d",,False
"TAI","CH/HAZARD","F0",7,True,False,0,"","FM Intrinsically Safe - With installed certified transmitter","FM Intrinsically Safe - With installed certified transmitter",,False
"TAI","CH/HAZARD","S0",8,True,False,0,"","Simple Apparatus Equipment - For intrinsically safe installations without transmitter","Simple Apparatus Equipment - For intrinsically safe installations without transmitter",,False
"TAI","CH/TX","Y0",1,True,False,0,"CH/HAZARD IN (A0,B0,F0)","None","None",,False
"TAI","CH/TX","Y1",2,True,False,0,"CH/HAZARD IN (A0,B0,F0,S0)","Customer Free Issue","Customer Free Issue",,False
"TAI","CH/TX","Y2",3,True,False,0,"CH/HAZARD IN (A0,B0,F0,S0)","Customer to Install Own Transmitter","Customer to Install Own Transmitter",,False
"TAI","CH/TX","A2",4,True,False,0,"CH/HAZARD=S0","ABB TTH200 - Smart HART, single sensor input","ABB TTH200 - Smart HART, single sensor input",,False
"TAI","CH/TX","A3",5,True,False,0,"CH/HAZARD=S0","ABB TTH300 - Smart HART, extended functionality, dual sensor input","ABB TTH300 - Smart HART, extended functionality, dual sensor input",,False
"TAI","CH/TX","Z9",6,True,False,0,"","Customer Specific","Customer Specific",,False
"TAI","CH/COMMS","Y0",1,True,False,0,"NOT(CH/TX=Y0)","None","None",,False
"TAI","CH/COMMS","H5",2,True,False,0,"CH/TX=Y0","HART 5 (4...20 mA)","HART 5 (4...20 mA)",,False
"TAI","CH/COMMS","H7",3,True,False,0,"CH/TX=Y0 OR CH/TX=A2","HART 7 (4...20 mA)","HART 7 (4...20 mA)",,False
"TAI","CH/COMMS","P1",4,True,False,0,"CH/TX=Y0 OR CH/TX=A2","Profibus PA","Profibus PA",,False
"TAI","CH/COMMS","F1",5,True,False,0,"CH/TX=Y0 OR CH/TX=A2","Foundation Fieldbus - H1","Foundation Fieldbus - H1",,False
"TAI","CH/HEADTYPE","L1",1,True,False,0,"","AGL - Aluminium Epoxy Coated, Std Blind Lid","AGL - Aluminium Epoxy Coated, Std Blind Lid",,False
