ProductCode,SelectionGroup,GrpOrder,PartNumber,Order,Active,DefaultItem,ExclusionRule,Cost,Name,Description,AdditionalData,EnglishUS,EnglishUS_LongDesc,French,French_LongDesc,German,German_LongDesc,Spanish,Spanish_LongDesc,Russian,Russian_LongDesc
TTW,CH/TW_MATERIAL,16,S6,1,TRUE,FALSE,,0,316/316L Stainless Steel,316/316L Stainless Steel,,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,H6,2,TRUE,FALSE,,0,316H Stainless Steel,316H Stainless Steel,,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,S4,3,TRUE,FALSE,,0,304/304L Stainless Steel,304/304L Stainless Steel,,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,H4,4,TRUE,FALSE,,0,304H Stainless Steel,304H Stainless Steel,,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,S3,5,TRUE,FALSE,,0,310 Stainless Steel,310 Stainless Steel,,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,S2,6,TRUE,FALSE,,0,321 Stainless Steel,321 Stainless Steel,,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,S1,7,TRUE,FALSE,,0,321H Stainless Steel,321H Stainless Steel,,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,S5,8,TRUE,FALSE,,0,347 Stainless Steel,347 Stainless Steel,,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,S7,9,TRUE,FALSE,,0,347H Stainless Steel,347H Stainless Steel,,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,S8,10,TRUE,FALSE,,0,317/317L Stainless Steel,317/317L Stainless Steel,,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,D1,11,TRUE,FALSE,,0,22% Cr Duplex (UNS S31803),22% Cr Duplex (UNS S31803),,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,D2,12,TRUE,FALSE,,0,25% Cr Super Duplex (UNS S32750),25% Cr Super Duplex (UNS S32750),,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,D3,13,TRUE,FALSE,,0,25% Cr Super Duplex (UNS S32760),25% Cr Super Duplex (UNS S32760),,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,U6,14,TRUE,FALSE,,0,Alloy C22 (UNS N06022),Alloy C22 (UNS N06022),,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,U7,15,TRUE,FALSE,,0,Alloy C276 (UNS N010276),Alloy C276 (UNS N010276),,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,C3,16,TRUE,FALSE,,0,Carbon Steel,Carbon Steel,,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,C4,17,TRUE,FALSE,,0,Low Temp Carbon Steel,Low Temp Carbon Steel,,,,,,,,,,,
TTW,CH/TW_MATERIAL,16,M1,18,TRUE,FALSE,,0,6% Mo SS (UNS S31254),6% Mo SS (UNS S31254),,,,,,,,,,,
